Longitud	Latitud	Info_Lugar
26.1790135	50.6186282	Обарів, Городоцька сільська громада, Рівненський район, Óblast de Rivne, 35307, Ucrania
33.3479886	44.3883651	Sebastopol, Южный федеральный округ, Rusia
36.826035	54.434207	сельское поселение Деревня Зудна, Ферзиковский район, Óblast de Kaluga, Distrito federal Central, 249802, Rusia
35.5736273	45.4009321	República Autónoma de Crimea, Ucrania
33.3375727	44.4059482	Sebastopol, Южный федеральный округ, Rusia
34.9317636	135.1844233	
10.8416804	106.6626095	
32.6295822	130.8883641	
26.2645351	50.6166763	Покровський, 1, вулиця Княгині Ольги, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33014, Ucrania
65.9419147	12.470747	Coordenadas en el mar u océano
55.2012923	24.0655619	الخَزنة, العين, Abu Dabi, Emiratos Árabes Unidos
25.1066041	121.5337452	
10.7690945	106.6291431	
51.0614016	17.0999773	مديرية منعر, Gobernación de Al Mahrah, Yemen
40.9878833	27.5505099	محافظة موقق, Provincia de Hail, 81443, Arabia Saudita
26.2267376	50.5776798	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
35.5912854	45.4068383	República Autónoma de Crimea, Ucrania
64.1323089	-21.8935018	Coordenadas en el mar u océano
25.068247	121.4885169	
33.3506223	44.4011392	Sebastopol, Южный федеральный округ, Rusia
38.2275075	34.4348292	ناحية تدمر, منطقة تدمر, Gobernación de Homs, Siria
10.8411646	106.6630144	
33.901932	-98.4445378	
36.796174	-93.494873	
55.8064417	21.8997567	Ad Dhahirah, Omán
33.3336893	44.4107031	Sebastopol, Южный федеральный округ, Rusia
48.9351338	5.0338882	Coordenadas en el mar u océano
26.2484695	50.6571517	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
36.844934	-99.6293905	
25.0274799	121.5480283	
25.0386794	121.5059513	
-21.3485066	-48.0670007	Coordenadas en el mar u océano
13.4632376	44.0107815	Coordenadas en el mar u océano
60.1123909	19.9808197	Coordenadas en el mar u océano
40.514017	40.01263	Kop Dağı Tüneli, Aşkale, Erzurum, Doğu Anadolu Bölgesi, Turquía
41.94754	-74.91197	Coordenadas en el mar u océano
63.0	22.316667	Coordenadas en el mar u océano
29.6288533	52.584264	43, вуліца Мірашнічэнкі, Печышчы, Сасноваборскі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 246284, Belarús
53.1585154	15.400320875619894	Coordenadas en el mar u océano
35.5598697	45.4833521	República Autónoma de Crimea, Ucrania
33.3516922	44.4024602	Sebastopol, Южный федеральный округ, Rusia
39.1800386	-108.0361603	
33.8860773	35.5077758	Chipre del Norte, Chipre
50.82338	19.0884002	محافظة شروره, Provincia de Najrán, Arabia Saudita
33.3063792	44.4044071	Sebastopol, Южный федеральный округ, Rusia
38.1659	28.0131417	محافظة تيماء, Provincia de Tabuk, 45911, Arabia Saudita
47.0840431	-55.1461909	Coordenadas en el mar u océano
35.318648	136.689085	
34.4485736	-106.715191	
33.8886567	133.0301883	
45.8746821	13.5096339	مديرية خنفر, Gobernación de Abyan, Yemen
46.2569085	-89.000087	Coordenadas en el mar u océano
36.2133579	44.0380383	Coordenadas en el mar u océano
54.4420234	23.0002629	أبو قْرَيْن, منطقة الظفرة, Abu Dabi, Emiratos Árabes Unidos
55.8564651	23.9810179	شارع وادي صاع, حفيت, Buraimi, Omán
36.1740131	43.9850847	Coordenadas en el mar u océano
25.0277119	121.5389586	
47.9239076	3.847117	Coordenadas en el mar u océano
25.0310178	121.5311821	
50.0528196	13.1430958	Coordenadas en el mar u océano
33.3011039	44.3692857	Sebastopol, Южный федеральный округ, Rusia
21.7396079	-82.7619233	Coordenadas en el mar u océano
45.0929989	-0.3965968	Coordenadas en el mar u océano
35.5781114	45.4343595	República Autónoma de Crimea, Ucrania
24.948739	121.4815931	
26.1854262	50.5442726	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
35.6012135	45.4087897	República Autónoma de Crimea, Ucrania
29.5792347	52.6174278	1, Лясная вуліца, Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
47.4216549	3.9153146	Ceel Dheer, Galguduud, Galmudug غامدوغ, Somalia
46.8116834	-122.1794824	
33.3334191	44.4033104	Sebastopol, Южный федеральный округ, Rusia
26.1855105	50.5440558	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
49.233918599999996	7.009954715740743	Jariiban جاريبان, Mudug, Galmudug غامدوغ, Somalia
64.0738494	-21.9395168	Coordenadas en el mar u océano
41.1021689	28.8580323	طعيسات غربة, محافظة حائل, Provincia de Hail, Arabia Saudita
36.2030288	43.9994514	Coordenadas en el mar u océano
45.4514279	9.116668253456934	Burco برعو, Togdheer, Somalia
39.1028443	-94.5784041	
43.0818429	13.8052656	مديرية الخوخة, Gobernación de Al Hudayda, Yemen
30.3261984	31.769732	Coordenadas en el mar u océano
31.3911713	-83.2317835	Coordenadas en el mar u océano
10.7697094	106.6794255	
26.2487989	50.6557747	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
25.0443435	121.5771284	
20.9803395	105.8175304	
25.3641481	51.476951	Прилісненська сільська громада, Камінь-Каширський район, Óblast de Volinia, Ucrania
35.5727952	45.4608881	República Autónoma de Crimea, Ucrania
34.3263076	133.8481956	
66.7115269	26.8306513	Laekar, تحصیل وڈھ, ضلع خضدار, قلات ڈویژن, Baluchistán, Pakistán
60.2074214	19.660077	Coordenadas en el mar u océano
29.5349869	52.6229407	Н5013, Вялікі Бор, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
36.034285	14.249019	ود الحليوة, Kasala, Sudán
29.5783484	52.5532509	Сасноваборскі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
57.8628788	26.9964479	دهستان گشمیران, بخش مرکزی, شهرستان منوجان, Kermán, Irán
22.9769984	-82.380878	Coordenadas en el mar u océano
43.871263	-121.1020562	
-7.6190844	110.8205119	
36.1581331	44.0112443	Coordenadas en el mar u océano
25.0008585	121.4646522	
24.245031	120.5414775	
43.5867727	11.807968	Coordenadas en el mar u océano
40.8168136	16.6841477	Coordenadas en el mar u océano
25.068247	121.4885169	
49.2403906	6.9851629	Jariiban جاريبان, Mudug, Galmudug غامدوغ, Somalia
37.5478372	126.8702628	
35.5813766	45.4024148	República Autónoma de Crimea, Ucrania
35.438537	133.3271838	
26.1862861	50.5443723	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
34.5902424	50.8566215	Великі Вільми, Садівська сільська громада, Сумський район, Óblast de Sumy, 42345, Ucrania
36.1687103	128.5505242	
35.5808105	45.4216818	República Autónoma de Crimea, Ucrania
47.9710975	-3.2756692	Coordenadas en el mar u océano
48.09138385	-1.6362339219421953	Coordenadas en el mar u océano
-26.8819862	-52.0216268	Coordenadas en el mar u océano
26.1932538	50.54387	Ільпінь, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
10.7662149	106.6500749	
33.7883061	133.7390621	
52.9184198	16.4523815	Gobernación de Al Mahrah, Yemen
24.9619379	121.5391895	
35.8390204	14.4637115	Bashafenagsh, Kasala, Sudán
-0.1727806	-76.64996267179549	Coordenadas en el mar u océano
33.316275	44.4253235	Sebastopol, Южный федеральный округ, Rusia
35.56201	45.4405375	República Autónoma de Crimea, Ucrania
35.5683332	45.4143507	República Autónoma de Crimea, Ucrania
39.0721189	33.8999237	ناحية تدمر, منطقة تدمر, Gobernación de Homs, Siria
25.0573077	121.5960375	
35.5809886	45.4223129	República Autónoma de Crimea, Ucrania
35.114136	133.200335	
38.4251225	28.9425898	Gobernación de Tabuk, Provincia de Tabuk, Arabia Saudita
26.185331	50.5465111	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
36.1739403	43.9903318	Coordenadas en el mar u océano
26.2455035	127.6952257	
34.8887981	135.4462413	
64.1126743	-21.8435199	Coordenadas en el mar u océano
26.1852289	50.5451301	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
25.0602001	121.548797	
33.3391948	44.3918556	Sebastopol, Южный федеральный округ, Rusia
-25.9587453	32.570016	Coordenadas en el mar u océano
34.8241773	134.6929967	
25.0344695	121.5560138	
36.1659851	43.9989766	Coordenadas en el mar u océano
36.2158516	44.0234668	Coordenadas en el mar u océano
33.3481728	44.3914287	Sebastopol, Южный федеральный округ, Rusia
55.0826165	22.6080783	محافظة العديد, Provincia Oriental, 36621, Arabia Saudita
34.738697	10.5132636	Asosa, Benishangul-Gumaz, Etiopía
34.988186	133.4571064	
25.020575	121.4231547	
35.5869986	45.4036453	República Autónoma de Crimea, Ucrania
34.2723384	133.9746888	
29.6303091	52.5947904	60, вуліца Мірашнічэнкі, Печышчы, Сасноваборскі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 246284, Belarús
35.5551513	45.438596	República Autónoma de Crimea, Ucrania
49.2086308	-124.456742	
54.5427296	24.1576736	الظفرة, البِحوث, أبوظبي, Abu Dabi, Emiratos Árabes Unidos
29.5775396	52.6388595	Н5013, Вялікі Бор, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
32.463269	35.3036986	Chipre
21.0458683	105.7588097	
-25.301694949999998	-57.61675163278362	Coordenadas en el mar u océano
29.5607945	52.6143613	Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
33.5399847	-5.1033181	Uyui, Región de Tabora, Central Zone, Tanzania
33.3473859	44.3978897	Sebastopol, Южный федеральный округ, Rusia
35.5951462	45.4164109	República Autónoma de Crimea, Ucrania
50.3565195	1.7670895	Coordenadas en el mar u océano
26.180251	50.6167208	Тинне, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33004, Ucrania
-27.3844362	-55.9445213	Coordenadas en el mar u océano
25.032755	121.5305543	
47.1046748	37.5540483	اوشندل, دهستان کوهسار, بخش مرکزی, شهرستان هشترود, Azerbaiyán Oriental, Irán
49.6682595	-103.1129179	
54.9534761	23.0576763	القوع, العين, Abu Dabi, Emiratos Árabes Unidos
36.1947098	44.0123297	Coordenadas en el mar u océano
47.8618084	-123.005258	
35.5705726	45.3793589	República Autónoma de Crimea, Ucrania
34.5026463	-84.9529602	Coordenadas en el mar u océano
35.5654804	45.4159047	República Autónoma de Crimea, Ucrania
46.8453786	29.6748249	Safwan, قضاء الزبير, Gobernación de Basora, 61005, Irak
44.6571678	9.2296719	Hargeysa هرجيسا, Woqooyi Galbeed, Somalia
-27.3743483	-55.9440921	Coordenadas en el mar u océano
26.1852289	50.5451301	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
24.894959	121.265684	
25.1038959	121.4529225	
39.352974	-83.374914	Coordenadas en el mar u océano
48.3959504	-119.5453884	
26.1233626	50.5649672	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
23.2655622	120.9552683	
48.2179708	6.2199162	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
54.0757133	12.094193	Coordenadas en el mar u océano
25.134088	121.4619159	
35.5766172	45.404195	República Autónoma de Crimea, Ucrania
40.9220663	-72.8925363	Coordenadas en el mar u océano
35.5943425	45.4133091	República Autónoma de Crimea, Ucrania
64.0091922	-22.5665372	Coordenadas en el mar u océano
23.1665211	120.3278151	
26.2294714	50.5728178	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
26.2487989	50.6557747	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
33.203843	131.6043948	
60.2065865	19.6251645	Coordenadas en el mar u océano
35.5758571	45.4386227	República Autónoma de Crimea, Ucrania
25.0187848	121.5531788	
36.2154943	44.024287	Coordenadas en el mar u océano
60.2463541	25.1444109	دهستان کهیر, بخش مرکزی, شهرستان کنارک, Sistán y Baluchistán, Irán
60.167574349999995	24.92551536592346	Coordenadas en el mar u océano
35.5854133	45.393028	República Autónoma de Crimea, Ucrania
33.6250009	-117.9331124	
62.1355153	-6.8469872	Coordenadas en el mar u océano
58.509195	8.8437482	Coordenadas en el mar u océano
37.3384664	42.1282419	Coordenadas en el mar u océano
14.526054	121.0111023	
23.1699731	-82.2671318	Coordenadas en el mar u océano
35.5598789	45.4489754	República Autónoma de Crimea, Ucrania
44.6958176	-0.1616541	Coordenadas en el mar u océano
37.0051702	37.7873749	Kuzey, Karamanlı, Dulkadiroğlu, Kahramanmaraş, Región del Mediterráneo, Turquía
62.7372534	7.1617202	Coordenadas en el mar u océano
35.017506	128.7245106	
40.5257279	34.9536552	القريا, ناحية العشارة, منطقة الميادين, Gobernación de Deir ez-Zor, Siria
10.7659229	106.6503102	
10.7834744	106.6302328	
48.755623	10.0706818	Laasqoray لاسقرى, Sanaag, Somalia
46.1842097	4.7305409	Ceel Buur, Galguduud, Galmudug غامدوغ, Somalia
50.9146948	-102.3780669	
38.9991038	33.8537919	ناحية تدمر, منطقة تدمر, Gobernación de Homs, Siria
35.5621975	45.4190987	República Autónoma de Crimea, Ucrania
70.2166279	21.7245589	Upleta Taluka, Rajkot District, Guyarat, India
36.1634356	44.0213761	Coordenadas en el mar u océano
35.9326146	14.3472955	Abuda, Kasala, Sudán
35.5892532	45.3917341	República Autónoma de Crimea, Ucrania
26.24825	50.6551214	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
60.797164	11.0726296	Coordenadas en el mar u océano
35.5870116	45.4013153	República Autónoma de Crimea, Ucrania
34.006388	131.992743	
46.5484846	-1.138221	Coordenadas en el mar u océano
33.1716971	131.6247413	
25.0619257	121.5632683	
40.7803607	15.1293791	Coordenadas en el mar u océano
66.3781251	23.6941943	Coordenadas en el mar u océano
35.5643168	45.4530355	República Autónoma de Crimea, Ucrania
36.1622736	44.0205962	Coordenadas en el mar u océano
39.695021	39.6820671	Terzibaba Mah., Altınbaşak, Üzümlü, Erzincan, Doğu Anadolu Bölgesi, Turquía
14.5514777	120.9977944	
26.2301707	50.5783451	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
33.8761591	133.7676004	
36.1975688	44.0016063	Coordenadas en el mar u océano
25.0296095	121.4305389	
33.8147869	-98.1984219	
59.9961006	5.0947581	Coordenadas en el mar u océano
34.6572655	50.8357424	С-191541, Павлючки, Садівська сільська громада, Сумський район, Óblast de Sumy, 42345, Ucrania
63.9744118	-22.3574088	Coordenadas en el mar u océano
37.600277	-93.007881	
36.1982386	44.0008052	Coordenadas en el mar u océano
41.086321	32.9269781	ناحية مرکز قضاء االرطبة, قضاء الرطبة, Gobernación de Ambar, Irak
26.2301707	50.5783451	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
35.9803544	136.1599883	
48.2466479	5.9849059	Hobyo هبيا, Mudug, Galmudug غامدوغ, Somalia
50.7949259	-103.8829354	
29.562146	52.6582336	Мольча, Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
26.2496296	50.6565677	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
55.7449609	12.5562822	Coordenadas en el mar u océano
30.3069786	31.7615203	Coordenadas en el mar u océano
48.777405	10.0688609	Laasqoray لاسقرى, Sanaag, Somalia
29.5599508	52.6151421	Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
35.7605566	139.5465834	
29.7753651	52.4463482	Асташкавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
35.5790756	45.4263593	República Autónoma de Crimea, Ucrania
25.0809856	121.4883302	
35.7471046	137.8808222	
26.1909902	50.5379775	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
-5.1063767	-42.7615814	Coordenadas en el mar u océano
33.2887034	129.8342932	
64.1241281	-21.8196656	Coordenadas en el mar u océano
54.4554424	-118.0309457	
61.9703647	5.5106141	Coordenadas en el mar u océano
36.1612355	43.9873425	Coordenadas en el mar u océano
27.0711808	-82.32093621396413	Coordenadas en el mar u océano
12.855339350000001	102.60881446635895	
58.2915093	7.9926911	Coordenadas en el mar u océano
49.7510821	21.2907035	محافظة الأحساء, Provincia Oriental, Arabia Saudita
-11.8842091	-77.0182045	Coordenadas en el mar u océano
35.5828973	45.384711	República Autónoma de Crimea, Ucrania
36.1896138	44.0317855	Coordenadas en el mar u océano
35.5811201	45.4329335	República Autónoma de Crimea, Ucrania
49.0274609	10.188725	Laasqoray لاسقرى, Sanaag, Somalia
50.0079528	-119.3975036	
49.348104	-102.9931629	
12.3302644	-1.5248957	Nzambi I, Provincia de Ogooué-Lolo, Gabón
58.8769444	9.0170211	Coordenadas en el mar u océano
62.5558961	6.6243994	Coordenadas en el mar u océano
37.6743589	126.9190113	
47.5069506	-53.2131189	Coordenadas en el mar u océano
25.0815518	121.4598495	
35.575721	45.3958558	República Autónoma de Crimea, Ucrania
32.3374659	-95.2917298	
41.0192135	14.5564424	Debubawi Keyih Bahri, Eritrea
25.0672035	121.5326983	
26.1840288	50.5420685	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
35.7054123	51.4879576	Толмачевка, Любимовский сельсовет, Большесолдатский район, Óblast de Kursk, Distrito federal Central, Rusia
47.0558723	-0.2657487	Coordenadas en el mar u océano
43.6251893	0.9218408	Savaro, Baraawe مدينة ﺑَﺮَﺍﻭَة, Shabeellaha Hoose, Koonfur Galbeed جنوب غرب, Somalia
25.1069304	121.5331912	
38.3901759	27.09709	محافظة تيماء, Provincia de Tabuk, 45911, Arabia Saudita
34.077145	-94.735508	
54.2701316	23.7665686	طريق الساحل, الزَّرَّافْ, منطقة الظفرة, Abu Dabi, Emiratos Árabes Unidos
43.5867727	11.807968	Coordenadas en el mar u océano
9.9116119	-84.078794	Coordenadas en el mar u océano
-21.915578099999998	-60.105708594963986	Coordenadas en el mar u océano
26.1268534	50.5455241	Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35710, Ucrania
34.9885947	135.91478477033735	
42.03862855	-71.21270187806124	Coordenadas en el mar u océano
55.0385464	-1.7110522	Coordenadas en el mar u océano
26.1232993	50.5647347	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, Ucrania
25.032755	121.5305543	
26.2624035	50.6178933	12, Соборна вулиця, Rivne, Рівненська міська громада, Рівненський район, Óblast de Rivne, 33017, Ucrania
35.570476	45.3787505	República Autónoma de Crimea, Ucrania
39.3025004	40.3472585	Hanlar Mahallesi, Kaden, Karamustafa, Gümüşhane, Región del Mar Negro, Turquía
37.4135914	44.0950474	Coordenadas en el mar u océano
36.1649375	44.0294751	Coordenadas en el mar u océano
33.3161911	44.4230189	Sebastopol, Южный федеральный округ, Rusia
26.2496178	50.6562585	Лугова вулиця, Шпанів, Шпанівська сільська громада, Рівненський район, Óblast de Rivne, 35301, Ucrania
55.9464182	-2.8147198828375504	Coordenadas en el mar u océano
61.7944832	-6.7483451	Coordenadas en el mar u océano
35.5763841	45.3990245	República Autónoma de Crimea, Ucrania
10.788348	106.5881319	
54.7171314	23.2222746	أبو قْرَيْن, منطقة الظفرة, Abu Dabi, Emiratos Árabes Unidos
36.1656961	44.0106107	Coordenadas en el mar u océano
40.982816	-84.399285	Coordenadas en el mar u océano
35.5793433	45.4355312	República Autónoma de Crimea, Ucrania
29.7966204	52.4142421	Асташкавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, Belarús
29.5625142	52.6262729	Чыркавіцкі сельскі Савет, Светлагорскі раён, Provincia de Gómel, 247410, Belarús
62.0638734	-6.9301939	Coordenadas en el mar u océano
62.3844057	21.2531481	Coordenadas en el mar u océano
10.7262177	106.6211118	
56.0768805	12.1914396	Coordenadas en el mar u océano
25.0817873	121.4562435	
56.018912	21.652255	Ad Dhahirah, Omán
47.6167069	-53.5100938	Coordenadas en el mar u océano
48.6577993	51.7563408	Рукопольское сельское поселение, Краснопартизанский район, Óblast de Sarátov, Приволжский федеральный округ, Rusia
40.9766177	-72.2709674	Coordenadas en el mar u océano
34.7121869	135.2467557	
41.5021786	-72.4524144	Coordenadas en el mar u océano
33.33102	44.4049276	Sebastopol, Южный федеральный округ, Rusia
36.1819177	44.0126766	Coordenadas en el mar u océano
35.5800098	45.4312967	República Autónoma de Crimea, Ucrania
36.2342192	36.2069527	Gökçegöz yolu, Gökçegöz, Antioquía, Hatay, Región del Mediterráneo, Turquía
12.922630999999999	80.24950594014084	Coordenadas en el mar u océano
34.3226149	133.8547088	
35.6999783	51.4862285	2-я Косторная, Любимовский сельсовет, Большесолдатский район, Óblast de Kursk, Distrito federal Central, Rusia
26.1880552	50.5437499	вулиця Шевченка, Орестів, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
35.5872569	45.407717	República Autónoma de Crimea, Ucrania
26.6266952	128.1785881	
-28.0223432	153.2686793	
41.3464078	34.8792724	ناحية الرمانة, قضاء القائم, Gobernación de Ambar, Irak
26.1879728	50.5476375	Ільпінь, Здолбунівська міська громада, Рівненський район, Óblast de Rivne, 35708, Ucrania
-47.7380315	-65.9029809	Coordenadas en el mar u océano
37.4442558	-88.3290443	Coordenadas en el mar u océano
37.6661529	126.8046507	
59.9406801	10.9929176	Coordenadas en el mar u océano
37.2171349	-119.484186	
25.0243087	121.4907044	
10.7688577	106.6796297	
59.9493181	11.044430236782215	Coordenadas en el mar u océano
40.9820399	-72.220808	Coordenadas en el mar u océano
59.306483	18.0139528	Coordenadas en el mar u océano
26.2279861	50.5770479	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
33.3465315	44.3948072	Sebastopol, Южный федеральный округ, Rusia
36.165784	43.9821291	Coordenadas en el mar u océano
62.2732524	25.9004372	تحصیل بالنیگور, ضلع کیچ, مکران ڈویژن, Baluchistán, Pakistán
26.2248523	50.5738847	Великоомелянська сільська громада, Рівненський район, Óblast de Rivne, 35360, Ucrania
18.25144595	99.47640238973322	
-17.9773303	-70.2368106	Coordenadas en el mar u océano
35.5618484	45.4657559	República Autónoma de Crimea, Ucrania
21.8794029	-82.7938142	Coordenadas en el mar u océano
67.8144818	24.7925909	Thatta, تعلقہ ٹھٹہ, ضلع ٹھٹہ, Sind, 73130, Pakistán
22.239862	-83.5844789	Coordenadas en el mar u océano
60.0421895	5.2037254	Coordenadas en el mar u océano
4.9123301	114.8528878	
21.067961	105.833932	
25.0337518	121.4411104	
55.2075385	14.9725255	Coordenadas en el mar u océano
60.1217049	19.9880988	Coordenadas en el mar u océano
59.649562	6.002167	Coordenadas en el mar u océano
65.9784945	12.5671521	Coordenadas en el mar u océano
46.2654177	4.1403595	Bulo Burti بولو بورتي, Hiiraan, Hirshabeelle هيرشابيل, Somalia
24.9925427	121.5133058	
10.7640685	106.6513182	
48.2867642	-0.9954832	Coordenadas en el mar u océano
35.5781169	45.389842	República Autónoma de Crimea, Ucrania
36.585338	-90.79567	
25.0815518	121.4598495	
29.4875777	73.1040179	Coordenadas en el mar u océano
14.5435446	120.9995297	
36.2163496	44.0025146	Coordenadas en el mar u océano
15.3371105	38.9366333	Italia
-26.3884757	-69.3751056	Coordenadas en el mar u océano
