,id_img,paths,label
115,10514,data\train\happy\10514.jpg,happy
116,1052,data\train\happy\1052.jpg,happy
117,10525,data\train\happy\10525.jpg,happy
118,1053,data\train\happy\1053.jpg,happy
119,10537,data\train\happy\10537.jpg,happy
120,10542,data\train\happy\10542.jpg,happy
121,10543,data\train\happy\10543.jpg,happy
122,10550,data\train\happy\10550.jpg,happy
123,10555,data\train\happy\10555.jpg,happy
124,1057,data\train\happy\1057.jpg,happy
125,10570,data\train\happy\10570.jpg,happy
126,10574,data\train\happy\10574.jpg,happy
127,10578,data\train\happy\10578.jpg,happy
128,10587,data\train\happy\10587.jpg,happy
129,10590,data\train\happy\10590.jpg,happy
130,10594,data\train\happy\10594.jpg,happy
131,10597,data\train\happy\10597.jpg,happy
132,10599,data\train\happy\10599.jpg,happy
133,10601,data\train\happy\10601.jpg,happy
134,10608,data\train\happy\10608.jpg,happy
135,10609,data\train\happy\10609.jpg,happy
136,10610,data\train\happy\10610.jpg,happy
137,10615,data\train\happy\10615.jpg,happy
138,10617,data\train\happy\10617.jpg,happy
139,10621,data\train\happy\10621.jpg,happy
140,10629,data\train\happy\10629.jpg,happy
141,10635,data\train\happy\10635.jpg,happy
142,10639,data\train\happy\10639.jpg,happy
143,10641,data\train\happy\10641.jpg,happy
144,1065,data\train\happy\1065.jpg,happy
145,10652,data\train\happy\10652.jpg,happy
146,10660,data\train\happy\10660.jpg,happy
147,10678,data\train\happy\10678.jpg,happy
148,10680,data\train\happy\10680.jpg,happy
149,10681,data\train\happy\10681.jpg,happy
150,10685,data\train\happy\10685.jpg,happy
151,10690,data\train\happy\10690.jpg,happy
152,10691,data\train\happy\10691.jpg,happy
153,10697,data\train\happy\10697.jpg,happy
154,10707,data\train\happy\10707.jpg,happy
155,10708,data\train\happy\10708.jpg,happy
156,1072,data\train\happy\1072.jpg,happy
157,10722,data\train\happy\10722.jpg,happy
158,10724,data\train\happy\10724.jpg,happy
159,10727,data\train\happy\10727.jpg,happy
160,10728,data\train\happy\10728.jpg,happy
161,10730,data\train\happy\10730.jpg,happy
162,10733,data\train\happy\10733.jpg,happy
163,10735,data\train\happy\10735.jpg,happy
164,10739,data\train\happy\10739.jpg,happy
165,10752,data\train\happy\10752.jpg,happy
166,10759,data\train\happy\10759.jpg,happy
167,1076,data\train\happy\1076.jpg,happy
168,10763,data\train\happy\10763.jpg,happy
169,10764,data\train\happy\10764.jpg,happy
170,10766,data\train\happy\10766.jpg,happy
171,1077,data\train\happy\1077.jpg,happy
172,10772,data\train\happy\10772.jpg,happy
173,10782,data\train\happy\10782.jpg,happy
174,10783,data\train\happy\10783.jpg,happy
175,10784,data\train\happy\10784.jpg,happy
176,10789,data\train\happy\10789.jpg,happy
177,10791,data\train\happy\10791.jpg,happy
178,10796,data\train\happy\10796.jpg,happy
179,10807,data\train\happy\10807.jpg,happy
180,10809,data\train\happy\10809.jpg,happy
181,1082,data\train\happy\1082.jpg,happy
182,10826,data\train\happy\10826.jpg,happy
183,1083,data\train\happy\1083.jpg,happy
184,10838,data\train\happy\10838.jpg,happy
185,1085,data\train\happy\1085.jpg,happy
186,10850,data\train\happy\10850.jpg,happy
187,10852,data\train\happy\10852.jpg,happy
188,10856,data\train\happy\10856.jpg,happy
189,10864,data\train\happy\10864.jpg,happy
190,10870,data\train\happy\10870.jpg,happy
191,10872,data\train\happy\10872.jpg,happy
192,10876,data\train\happy\10876.jpg,happy
193,10877,data\train\happy\10877.jpg,happy
194,1088,data\train\happy\1088.jpg,happy
195,10880,data\train\happy\10880.jpg,happy
196,10885,data\train\happy\10885.jpg,happy
197,10891,data\train\happy\10891.jpg,happy
198,10895,data\train\happy\10895.jpg,happy
199,109,data\train\happy\109.jpg,happy
200,10911,data\train\happy\10911.jpg,happy
201,10914,data\train\happy\10914.jpg,happy
202,10917,data\train\happy\10917.jpg,happy
203,10920,data\train\happy\10920.jpg,happy
204,10921,data\train\happy\10921.jpg,happy
205,10927,data\train\happy\10927.jpg,happy
206,10929,data\train\happy\10929.jpg,happy
207,10930,data\train\happy\10930.jpg,happy
208,1095,data\train\happy\1095.jpg,happy
209,10960,data\train\happy\10960.jpg,happy
210,1097,data\train\happy\1097.jpg,happy
211,10972,data\train\happy\10972.jpg,happy
212,10974,data\train\happy\10974.jpg,happy
213,1099,data\train\happy\1099.jpg,happy
214,10990,data\train\happy\10990.jpg,happy
215,10996,data\train\happy\10996.jpg,happy
216,10997,data\train\happy\10997.jpg,happy
217,11006,data\train\happy\11006.jpg,happy
218,11007,data\train\happy\11007.jpg,happy
219,1103,data\train\happy\1103.jpg,happy
220,11033,data\train\happy\11033.jpg,happy
221,11035,data\train\happy\11035.jpg,happy
222,11041,data\train\happy\11041.jpg,happy
223,11046,data\train\happy\11046.jpg,happy
224,11056,data\train\happy\11056.jpg,happy
225,11058,data\train\happy\11058.jpg,happy
226,11059,data\train\happy\11059.jpg,happy
227,11066,data\train\happy\11066.jpg,happy
228,11067,data\train\happy\11067.jpg,happy
229,11076,data\train\happy\11076.jpg,happy
230,11077,data\train\happy\11077.jpg,happy
231,11078,data\train\happy\11078.jpg,happy
232,11079,data\train\happy\11079.jpg,happy
233,11080,data\train\happy\11080.jpg,happy
234,11081,data\train\happy\11081.jpg,happy
235,11091,data\train\happy\11091.jpg,happy
236,11092,data\train\happy\11092.jpg,happy
237,111,data\train\happy\111.jpg,happy
238,11114,data\train\happy\11114.jpg,happy
239,11120,data\train\happy\11120.jpg,happy
240,11121,data\train\happy\11121.jpg,happy
241,11122,data\train\happy\11122.jpg,happy
242,11127,data\train\happy\11127.jpg,happy
243,11129,data\train\happy\11129.jpg,happy
244,1113,data\train\happy\1113.jpg,happy
245,11133,data\train\happy\11133.jpg,happy
246,11134,data\train\happy\11134.jpg,happy
247,11142,data\train\happy\11142.jpg,happy
248,11144,data\train\happy\11144.jpg,happy
249,11162,data\train\happy\11162.jpg,happy
250,11164,data\train\happy\11164.jpg,happy
251,11166,data\train\happy\11166.jpg,happy
252,1117,data\train\happy\1117.jpg,happy
253,11172,data\train\happy\11172.jpg,happy
254,11177,data\train\happy\11177.jpg,happy
255,11191,data\train\happy\11191.jpg,happy
256,11193,data\train\happy\11193.jpg,happy
257,11204,data\train\happy\11204.jpg,happy
258,11207,data\train\happy\11207.jpg,happy
259,11210,data\train\happy\11210.jpg,happy
260,11212,data\train\happy\11212.jpg,happy
261,11221,data\train\happy\11221.jpg,happy
262,11225,data\train\happy\11225.jpg,happy
263,11227,data\train\happy\11227.jpg,happy
264,11230,data\train\happy\11230.jpg,happy
265,11232,data\train\happy\11232.jpg,happy
266,11237,data\train\happy\11237.jpg,happy
267,11242,data\train\happy\11242.jpg,happy
268,11244,data\train\happy\11244.jpg,happy
269,11245,data\train\happy\11245.jpg,happy
270,11253,data\train\happy\11253.jpg,happy
271,11254,data\train\happy\11254.jpg,happy
272,11260,data\train\happy\11260.jpg,happy
273,11270,data\train\happy\11270.jpg,happy
274,11272,data\train\happy\11272.jpg,happy
275,11282,data\train\happy\11282.jpg,happy
276,11285,data\train\happy\11285.jpg,happy
277,11287,data\train\happy\11287.jpg,happy
278,11299,data\train\happy\11299.jpg,happy
279,11300,data\train\happy\11300.jpg,happy
280,1131,data\train\happy\1131.jpg,happy
281,11312,data\train\happy\11312.jpg,happy
282,11332,data\train\happy\11332.jpg,happy
283,11333,data\train\happy\11333.jpg,happy
284,11334,data\train\happy\11334.jpg,happy
285,11335,data\train\happy\11335.jpg,happy
286,11336,data\train\happy\11336.jpg,happy
287,11343,data\train\happy\11343.jpg,happy
288,11350,data\train\happy\11350.jpg,happy
289,11351,data\train\happy\11351.jpg,happy
290,11356,data\train\happy\11356.jpg,happy
291,11375,data\train\happy\11375.jpg,happy
292,11382,data\train\happy\11382.jpg,happy
293,11384,data\train\happy\11384.jpg,happy
294,114,data\train\happy\114.jpg,happy
295,1140,data\train\happy\1140.jpg,happy
296,11408,data\train\happy\11408.jpg,happy
297,11409,data\train\happy\11409.jpg,happy
298,11417,data\train\happy\11417.jpg,happy
299,11422,data\train\happy\11422.jpg,happy
300,11424,data\train\happy\11424.jpg,happy
301,11428,data\train\happy\11428.jpg,happy
302,11430,data\train\happy\11430.jpg,happy
303,11436,data\train\happy\11436.jpg,happy
304,11439,data\train\happy\11439.jpg,happy
305,11444,data\train\happy\11444.jpg,happy
306,11447,data\train\happy\11447.jpg,happy
307,1146,data\train\happy\1146.jpg,happy
308,11470,data\train\happy\11470.jpg,happy
309,11473,data\train\happy\11473.jpg,happy
310,11476,data\train\happy\11476.jpg,happy
311,11477,data\train\happy\11477.jpg,happy
312,11478,data\train\happy\11478.jpg,happy
313,11486,data\train\happy\11486.jpg,happy
314,11487,data\train\happy\11487.jpg,happy
315,11489,data\train\happy\11489.jpg,happy
316,1149,data\train\happy\1149.jpg,happy
317,11492,data\train\happy\11492.jpg,happy
318,11493,data\train\happy\11493.jpg,happy
319,11494,data\train\happy\11494.jpg,happy
320,11495,data\train\happy\11495.jpg,happy
321,11501,data\train\happy\11501.jpg,happy
322,11504,data\train\happy\11504.jpg,happy
323,11507,data\train\happy\11507.jpg,happy
324,1151,data\train\happy\1151.jpg,happy
325,11515,data\train\happy\11515.jpg,happy
326,11522,data\train\happy\11522.jpg,happy
327,11526,data\train\happy\11526.jpg,happy
328,11533,data\train\happy\11533.jpg,happy
329,11538,data\train\happy\11538.jpg,happy
330,11539,data\train\happy\11539.jpg,happy
331,11543,data\train\happy\11543.jpg,happy
332,11544,data\train\happy\11544.jpg,happy
333,1155,data\train\happy\1155.jpg,happy
334,11553,data\train\happy\11553.jpg,happy
335,11554,data\train\happy\11554.jpg,happy
336,11555,data\train\happy\11555.jpg,happy
337,11562,data\train\happy\11562.jpg,happy
338,11565,data\train\happy\11565.jpg,happy
339,11566,data\train\happy\11566.jpg,happy
340,11567,data\train\happy\11567.jpg,happy
341,11583,data\train\happy\11583.jpg,happy
342,11585,data\train\happy\11585.jpg,happy
343,11596,data\train\happy\11596.jpg,happy
344,11597,data\train\happy\11597.jpg,happy
345,11616,data\train\happy\11616.jpg,happy
346,11620,data\train\happy\11620.jpg,happy
347,11621,data\train\happy\11621.jpg,happy
348,11635,data\train\happy\11635.jpg,happy
349,1164,data\train\happy\1164.jpg,happy
350,11643,data\train\happy\11643.jpg,happy
351,11648,data\train\happy\11648.jpg,happy
352,11649,data\train\happy\11649.jpg,happy
353,1165,data\train\happy\1165.jpg,happy
354,11650,data\train\happy\11650.jpg,happy
355,11666,data\train\happy\11666.jpg,happy
356,1167,data\train\happy\1167.jpg,happy
357,11681,data\train\happy\11681.jpg,happy
358,11683,data\train\happy\11683.jpg,happy
359,11685,data\train\happy\11685.jpg,happy
360,11691,data\train\happy\11691.jpg,happy
361,11695,data\train\happy\11695.jpg,happy
362,11696,data\train\happy\11696.jpg,happy
363,11697,data\train\happy\11697.jpg,happy
364,11701,data\train\happy\11701.jpg,happy
365,11702,data\train\happy\11702.jpg,happy
366,11715,data\train\happy\11715.jpg,happy
367,11720,data\train\happy\11720.jpg,happy
368,11726,data\train\happy\11726.jpg,happy
369,1174,data\train\happy\1174.jpg,happy
370,11742,data\train\happy\11742.jpg,happy
371,11743,data\train\happy\11743.jpg,happy
372,11749,data\train\happy\11749.jpg,happy
373,11750,data\train\happy\11750.jpg,happy
374,11751,data\train\happy\11751.jpg,happy
375,11761,data\train\happy\11761.jpg,happy
376,11768,data\train\happy\11768.jpg,happy
377,11775,data\train\happy\11775.jpg,happy
378,11776,data\train\happy\11776.jpg,happy
379,11791,data\train\happy\11791.jpg,happy
380,11795,data\train\happy\11795.jpg,happy
381,11797,data\train\happy\11797.jpg,happy
382,11799,data\train\happy\11799.jpg,happy
383,118,data\train\happy\118.jpg,happy
384,1180,data\train\happy\1180.jpg,happy
385,11801,data\train\happy\11801.jpg,happy
386,11802,data\train\happy\11802.jpg,happy
387,11806,data\train\happy\11806.jpg,happy
388,11807,data\train\happy\11807.jpg,happy
389,11812,data\train\happy\11812.jpg,happy
390,1182,data\train\happy\1182.jpg,happy
391,11832,data\train\happy\11832.jpg,happy
392,11833,data\train\happy\11833.jpg,happy
393,11838,data\train\happy\11838.jpg,happy
394,11840,data\train\happy\11840.jpg,happy
395,11851,data\train\happy\11851.jpg,happy
396,11857,data\train\happy\11857.jpg,happy
397,11858,data\train\happy\11858.jpg,happy
398,1186,data\train\happy\1186.jpg,happy
399,11861,data\train\happy\11861.jpg,happy
400,11862,data\train\happy\11862.jpg,happy
401,11866,data\train\happy\11866.jpg,happy
402,11868,data\train\happy\11868.jpg,happy
403,11869,data\train\happy\11869.jpg,happy
404,1187,data\train\happy\1187.jpg,happy
405,11870,data\train\happy\11870.jpg,happy
406,11871,data\train\happy\11871.jpg,happy
407,11874,data\train\happy\11874.jpg,happy
408,11884,data\train\happy\11884.jpg,happy
409,11893,data\train\happy\11893.jpg,happy
410,11897,data\train\happy\11897.jpg,happy
411,119,data\train\happy\119.jpg,happy
412,1190,data\train\happy\1190.jpg,happy
413,11903,data\train\happy\11903.jpg,happy
414,11907,data\train\happy\11907.jpg,happy
415,11912,data\train\happy\11912.jpg,happy
416,11920,data\train\happy\11920.jpg,happy
417,11921,data\train\happy\11921.jpg,happy
418,11923,data\train\happy\11923.jpg,happy
419,11926,data\train\happy\11926.jpg,happy
420,11942,data\train\happy\11942.jpg,happy
421,11947,data\train\happy\11947.jpg,happy
422,11952,data\train\happy\11952.jpg,happy
423,11955,data\train\happy\11955.jpg,happy
424,11957,data\train\happy\11957.jpg,happy
425,1196,data\train\happy\1196.jpg,happy
426,11960,data\train\happy\11960.jpg,happy
427,11961,data\train\happy\11961.jpg,happy
428,11967,data\train\happy\11967.jpg,happy
429,1197,data\train\happy\1197.jpg,happy
430,11973,data\train\happy\11973.jpg,happy
431,11975,data\train\happy\11975.jpg,happy
432,11981,data\train\happy\11981.jpg,happy
433,11989,data\train\happy\11989.jpg,happy
434,11990,data\train\happy\11990.jpg,happy
435,11992,data\train\happy\11992.jpg,happy
436,11995,data\train\happy\11995.jpg,happy
437,11998,data\train\happy\11998.jpg,happy
438,12000,data\train\happy\12000.jpg,happy
439,12008,data\train\happy\12008.jpg,happy
440,12026,data\train\happy\12026.jpg,happy
441,12028,data\train\happy\12028.jpg,happy
442,1203,data\train\happy\1203.jpg,happy
443,12044,data\train\happy\12044.jpg,happy
444,12047,data\train\happy\12047.jpg,happy
445,1205,data\train\happy\1205.jpg,happy
446,12051,data\train\happy\12051.jpg,happy
447,12059,data\train\happy\12059.jpg,happy
448,12065,data\train\happy\12065.jpg,happy
449,12066,data\train\happy\12066.jpg,happy
450,12067,data\train\happy\12067.jpg,happy
451,12073,data\train\happy\12073.jpg,happy
452,12078,data\train\happy\12078.jpg,happy
453,12081,data\train\happy\12081.jpg,happy
454,12085,data\train\happy\12085.jpg,happy
455,12089,data\train\happy\12089.jpg,happy
456,1209,data\train\happy\1209.jpg,happy
457,12091,data\train\happy\12091.jpg,happy
458,12095,data\train\happy\12095.jpg,happy
459,12101,data\train\happy\12101.jpg,happy
460,12103,data\train\happy\12103.jpg,happy
461,12104,data\train\happy\12104.jpg,happy
462,12111,data\train\happy\12111.jpg,happy
463,12112,data\train\happy\12112.jpg,happy
464,12114,data\train\happy\12114.jpg,happy
465,1212,data\train\happy\1212.jpg,happy
466,12122,data\train\happy\12122.jpg,happy
467,12147,data\train\happy\12147.jpg,happy
468,12150,data\train\happy\12150.jpg,happy
469,12153,data\train\happy\12153.jpg,happy
470,12156,data\train\happy\12156.jpg,happy
471,12164,data\train\happy\12164.jpg,happy
472,12166,data\train\happy\12166.jpg,happy
473,12167,data\train\happy\12167.jpg,happy
474,1217,data\train\happy\1217.jpg,happy
475,12170,data\train\happy\12170.jpg,happy
476,12172,data\train\happy\12172.jpg,happy
477,12174,data\train\happy\12174.jpg,happy
478,12189,data\train\happy\12189.jpg,happy
479,1219,data\train\happy\1219.jpg,happy
480,12207,data\train\happy\12207.jpg,happy
481,12209,data\train\happy\12209.jpg,happy
482,12216,data\train\happy\12216.jpg,happy
483,12221,data\train\happy\12221.jpg,happy
484,12232,data\train\happy\12232.jpg,happy
485,12245,data\train\happy\12245.jpg,happy
486,12268,data\train\happy\12268.jpg,happy
487,12273,data\train\happy\12273.jpg,happy
488,12279,data\train\happy\12279.jpg,happy
489,12281,data\train\happy\12281.jpg,happy
490,12282,data\train\happy\12282.jpg,happy
491,12286,data\train\happy\12286.jpg,happy
492,12291,data\train\happy\12291.jpg,happy
493,12297,data\train\happy\12297.jpg,happy
494,12306,data\train\happy\12306.jpg,happy
495,12311,data\train\happy\12311.jpg,happy
496,12317,data\train\happy\12317.jpg,happy
497,12323,data\train\happy\12323.jpg,happy
498,12327,data\train\happy\12327.jpg,happy
499,12332,data\train\happy\12332.jpg,happy
500,12335,data\train\happy\12335.jpg,happy
501,12337,data\train\happy\12337.jpg,happy
502,12343,data\train\happy\12343.jpg,happy
503,12344,data\train\happy\12344.jpg,happy
504,12346,data\train\happy\12346.jpg,happy
505,12351,data\train\happy\12351.jpg,happy
506,12356,data\train\happy\12356.jpg,happy
507,1237,data\train\happy\1237.jpg,happy
508,12370,data\train\happy\12370.jpg,happy
509,12377,data\train\happy\12377.jpg,happy
510,12386,data\train\happy\12386.jpg,happy
511,12387,data\train\happy\12387.jpg,happy
512,12397,data\train\happy\12397.jpg,happy
513,12398,data\train\happy\12398.jpg,happy
514,12399,data\train\happy\12399.jpg,happy
515,124,data\train\happy\124.jpg,happy
516,12402,data\train\happy\12402.jpg,happy
517,12403,data\train\happy\12403.jpg,happy
518,12406,data\train\happy\12406.jpg,happy
519,1241,data\train\happy\1241.jpg,happy
520,12415,data\train\happy\12415.jpg,happy
521,12418,data\train\happy\12418.jpg,happy
522,12424,data\train\happy\12424.jpg,happy
523,12426,data\train\happy\12426.jpg,happy
524,12428,data\train\happy\12428.jpg,happy
525,12438,data\train\happy\12438.jpg,happy
526,12439,data\train\happy\12439.jpg,happy
527,12442,data\train\happy\12442.jpg,happy
528,12455,data\train\happy\12455.jpg,happy
529,12457,data\train\happy\12457.jpg,happy
530,12464,data\train\happy\12464.jpg,happy
531,12466,data\train\happy\12466.jpg,happy
532,12478,data\train\happy\12478.jpg,happy
533,12480,data\train\happy\12480.jpg,happy
534,12484,data\train\happy\12484.jpg,happy
535,12485,data\train\happy\12485.jpg,happy
536,12495,data\train\happy\12495.jpg,happy
537,125,data\train\happy\125.jpg,happy
538,12509,data\train\happy\12509.jpg,happy
539,12517,data\train\happy\12517.jpg,happy
540,12520,data\train\happy\12520.jpg,happy
541,12526,data\train\happy\12526.jpg,happy
542,12528,data\train\happy\12528.jpg,happy
543,12530,data\train\happy\12530.jpg,happy
544,12537,data\train\happy\12537.jpg,happy
545,12539,data\train\happy\12539.jpg,happy
546,1254,data\train\happy\1254.jpg,happy
547,12542,data\train\happy\12542.jpg,happy
548,12545,data\train\happy\12545.jpg,happy
549,12548,data\train\happy\12548.jpg,happy
550,12562,data\train\happy\12562.jpg,happy
551,12566,data\train\happy\12566.jpg,happy
552,1257,data\train\happy\1257.jpg,happy
553,12573,data\train\happy\12573.jpg,happy
554,12575,data\train\happy\12575.jpg,happy
555,12579,data\train\happy\12579.jpg,happy
556,1258,data\train\happy\1258.jpg,happy
557,12580,data\train\happy\12580.jpg,happy
558,12583,data\train\happy\12583.jpg,happy
559,12589,data\train\happy\12589.jpg,happy
560,12590,data\train\happy\12590.jpg,happy
561,1260,data\train\happy\1260.jpg,happy
562,12601,data\train\happy\12601.jpg,happy
563,12604,data\train\happy\12604.jpg,happy
564,12612,data\train\happy\12612.jpg,happy
565,12614,data\train\happy\12614.jpg,happy
566,12619,data\train\happy\12619.jpg,happy
567,1262,data\train\happy\1262.jpg,happy
568,12623,data\train\happy\12623.jpg,happy
569,12625,data\train\happy\12625.jpg,happy
570,12627,data\train\happy\12627.jpg,happy
571,12630,data\train\happy\12630.jpg,happy
572,12636,data\train\happy\12636.jpg,happy
573,12638,data\train\happy\12638.jpg,happy
574,12653,data\train\happy\12653.jpg,happy
575,1266,data\train\happy\1266.jpg,happy
576,12664,data\train\happy\12664.jpg,happy
577,12668,data\train\happy\12668.jpg,happy
578,12671,data\train\happy\12671.jpg,happy
579,12673,data\train\happy\12673.jpg,happy
580,12689,data\train\happy\12689.jpg,happy
581,1269,data\train\happy\1269.jpg,happy
582,12690,data\train\happy\12690.jpg,happy
583,12692,data\train\happy\12692.jpg,happy
584,12697,data\train\happy\12697.jpg,happy
585,12699,data\train\happy\12699.jpg,happy
586,12704,data\train\happy\12704.jpg,happy
587,12708,data\train\happy\12708.jpg,happy
588,12709,data\train\happy\12709.jpg,happy
589,12717,data\train\happy\12717.jpg,happy
590,1272,data\train\happy\1272.jpg,happy
591,12721,data\train\happy\12721.jpg,happy
592,12727,data\train\happy\12727.jpg,happy
593,12734,data\train\happy\12734.jpg,happy
594,12739,data\train\happy\12739.jpg,happy
595,12742,data\train\happy\12742.jpg,happy
596,1275,data\train\happy\1275.jpg,happy
597,12761,data\train\happy\12761.jpg,happy
598,12764,data\train\happy\12764.jpg,happy
599,12773,data\train\happy\12773.jpg,happy
600,12779,data\train\happy\12779.jpg,happy
601,12781,data\train\happy\12781.jpg,happy
602,12784,data\train\happy\12784.jpg,happy
603,12787,data\train\happy\12787.jpg,happy
604,12788,data\train\happy\12788.jpg,happy
605,12790,data\train\happy\12790.jpg,happy
606,12797,data\train\happy\12797.jpg,happy
607,12798,data\train\happy\12798.jpg,happy
608,12804,data\train\happy\12804.jpg,happy
609,12805,data\train\happy\12805.jpg,happy
610,12811,data\train\happy\12811.jpg,happy
611,12814,data\train\happy\12814.jpg,happy
612,1282,data\train\happy\1282.jpg,happy
613,12824,data\train\happy\12824.jpg,happy
614,12826,data\train\happy\12826.jpg,happy
615,1283,data\train\happy\1283.jpg,happy
616,12830,data\train\happy\12830.jpg,happy
617,12833,data\train\happy\12833.jpg,happy
618,12839,data\train\happy\12839.jpg,happy
619,12845,data\train\happy\12845.jpg,happy
620,1285,data\train\happy\1285.jpg,happy
621,12857,data\train\happy\12857.jpg,happy
622,12859,data\train\happy\12859.jpg,happy
623,12871,data\train\happy\12871.jpg,happy
624,1288,data\train\happy\1288.jpg,happy
625,12881,data\train\happy\12881.jpg,happy
626,12884,data\train\happy\12884.jpg,happy
627,12886,data\train\happy\12886.jpg,happy
628,12887,data\train\happy\12887.jpg,happy
629,12892,data\train\happy\12892.jpg,happy
630,12893,data\train\happy\12893.jpg,happy
631,12901,data\train\happy\12901.jpg,happy
632,12902,data\train\happy\12902.jpg,happy
633,12912,data\train\happy\12912.jpg,happy
634,12914,data\train\happy\12914.jpg,happy
635,12916,data\train\happy\12916.jpg,happy
